Injection,Layer,TensorIndex,Bit
44,conv2d_1,"(0, 1, 0, 2)",15
45,conv2d_1,"(0, 0, 2, 1)",11
46,conv2d_1,"(2, 1, 15, 2)",24
47,conv2d_1,"(2, 1, 6, 6)",6
48,conv2d_1,"(1, 2, 6, 0)",5
49,conv2d_1,"(1, 0, 6, 13)",11
50,conv2d_1,"(0, 2, 12, 8)",1
51,conv2d_1,"(1, 2, 1, 8)",8
52,conv2d_1,"(0, 2, 5, 1)",26
53,conv2d_1,"(2, 1, 0, 2)",20
54,conv2d_1,"(0, 2, 5, 14)",25
55,conv2d_1,"(0, 1, 14, 7)",21
56,conv2d_1,"(0, 0, 6, 11)",4
57,conv2d_1,"(0, 2, 2, 8)",3
58,conv2d_1,"(1, 1, 5, 10)",1
59,conv2d_1,"(2, 1, 6, 7)",29
60,conv2d_1,"(0, 1, 5, 9)",15
61,conv2d_1,"(0, 0, 5, 2)",22
62,conv2d_1,"(0, 1, 14, 14)",17
63,conv2d_1,"(1, 0, 13, 2)",24
64,conv2d_1,"(1, 0, 8, 8)",0
65,conv2d_1,"(2, 2, 2, 5)",5
66,conv2d_1,"(1, 0, 14, 12)",1
67,conv2d_1,"(1, 1, 14, 9)",2
68,conv2d_1,"(1, 1, 1, 6)",21
69,conv2d_1,"(1, 1, 3, 8)",14
70,conv2d_1,"(0, 2, 0, 6)",14
71,conv2d_1,"(0, 0, 0, 13)",15
72,conv2d_1,"(1, 0, 11, 8)",21
73,conv2d_1,"(1, 2, 12, 2)",9
74,conv2d_1,"(0, 2, 11, 4)",17
75,conv2d_1,"(0, 2, 3, 3)",22
76,conv2d_1,"(2, 2, 6, 1)",22
77,conv2d_1,"(2, 0, 0, 7)",3
78,conv2d_1,"(1, 1, 12, 9)",13
79,conv2d_1,"(1, 1, 0, 1)",2
80,conv2d_1,"(0, 0, 10, 13)",11
81,conv2d_1,"(0, 1, 8, 6)",4
82,conv2d_1,"(2, 2, 14, 13)",31
83,conv2d_1,"(1, 1, 0, 12)",4
84,conv2d_1,"(2, 0, 10, 9)",29
85,conv2d_1,"(2, 1, 10, 8)",28
86,conv2d_1,"(1, 0, 5, 0)",22
87,conv2d_1,"(1, 1, 4, 2)",6
88,conv2d_1,"(2, 2, 0, 11)",25
89,conv2d_1,"(2, 0, 13, 8)",22
90,conv2d_1,"(0, 2, 11, 5)",14
91,conv2d_1,"(1, 2, 5, 6)",29
92,conv2d_1,"(0, 2, 14, 5)",24
93,conv2d_1,"(0, 2, 5, 0)",9
94,conv2d_1,"(0, 2, 6, 12)",15
95,conv2d_1,"(1, 2, 14, 3)",0
96,conv2d_1,"(2, 0, 5, 0)",14
97,conv2d_1,"(2, 1, 14, 4)",31
98,conv2d_1,"(1, 2, 4, 3)",7
99,conv2d_1,"(0, 1, 11, 8)",16
100,conv2d_1,"(0, 1, 13, 14)",20
101,conv2d_1,"(1, 1, 5, 13)",21
102,conv2d_1,"(1, 1, 14, 6)",13
103,conv2d_2,"(0, 2, 1, 5)",23
104,conv2d_2,"(2, 0, 13, 14)",7
105,conv2d_2,"(1, 0, 12, 14)",2
106,conv2d_2,"(1, 2, 9, 6)",19
107,conv2d_2,"(0, 0, 2, 7)",12
108,conv2d_2,"(2, 1, 9, 14)",28
109,conv2d_2,"(0, 1, 12, 6)",20
110,conv2d_2,"(0, 0, 5, 8)",24
111,conv2d_2,"(2, 0, 0, 5)",24
112,conv2d_2,"(0, 0, 13, 5)",1
113,conv2d_2,"(0, 0, 8, 0)",4
114,conv2d_2,"(1, 1, 6, 11)",9
115,conv2d_2,"(2, 1, 6, 8)",5
116,conv2d_2,"(1, 0, 10, 5)",24
117,conv2d_2,"(2, 2, 5, 4)",8
118,conv2d_2,"(1, 1, 8, 1)",11
119,conv2d_2,"(2, 2, 1, 5)",15
120,conv2d_2,"(1, 2, 0, 14)",25
121,conv2d_2,"(2, 1, 13, 5)",18
122,conv2d_2,"(1, 1, 7, 12)",24
123,conv2d_2,"(0, 1, 2, 12)",24
124,conv2d_2,"(1, 2, 3, 14)",25
125,conv2d_2,"(0, 2, 6, 14)",25
126,conv2d_2,"(0, 0, 2, 11)",11
127,conv2d_2,"(0, 0, 2, 9)",17
128,conv2d_2,"(2, 0, 2, 8)",11
129,conv2d_2,"(0, 1, 13, 5)",20
130,conv2d_2,"(0, 2, 9, 6)",21
131,conv2d_2,"(1, 0, 3, 8)",30
132,conv2d_2,"(2, 2, 13, 1)",14
133,conv2d_2,"(0, 0, 2, 1)",2
134,conv2d_2,"(1, 0, 11, 10)",28
135,conv2d_2,"(1, 2, 0, 2)",12
136,conv2d_2,"(0, 2, 9, 5)",8
137,conv2d_2,"(2, 2, 8, 4)",11
138,conv2d_2,"(2, 1, 4, 6)",7
139,conv2d_2,"(0, 2, 8, 10)",20
140,conv2d_2,"(2, 2, 4, 14)",8
141,conv2d_2,"(2, 2, 15, 9)",26
142,conv2d_2,"(2, 2, 9, 15)",27
143,conv2d_2,"(1, 1, 1, 3)",22
144,conv2d_2,"(0, 1, 12, 15)",31
145,conv2d_2,"(0, 0, 14, 1)",4
146,conv2d_2,"(2, 1, 13, 12)",20
147,conv2d_2,"(1, 0, 15, 3)",2
148,conv2d_2,"(2, 2, 12, 4)",23
149,conv2d_2,"(1, 0, 1, 5)",17
150,conv2d_2,"(1, 1, 6, 5)",13
151,conv2d_2,"(2, 0, 8, 10)",29
152,conv2d_2,"(0, 1, 3, 4)",28
153,conv2d_2,"(2, 1, 8, 6)",9
154,conv2d_2,"(2, 2, 9, 6)",12
155,conv2d_2,"(0, 1, 1, 10)",16
156,conv2d_2,"(1, 2, 2, 3)",6
157,conv2d_2,"(0, 1, 6, 14)",23
158,conv2d_2,"(0, 2, 8, 14)",1
159,conv2d_2,"(1, 0, 2, 7)",28
160,conv2d_2,"(1, 1, 10, 15)",15
161,conv2d_2,"(1, 0, 8, 15)",28
162,conv2d_2,"(2, 0, 2, 13)",4
163,conv2d_2,"(0, 2, 5, 11)",10
164,conv2d_2,"(1, 0, 13, 15)",22
165,conv2d_2,"(1, 2, 6, 14)",9
166,conv2d_2,"(1, 1, 8, 4)",27
167,conv2d_2,"(1, 2, 2, 13)",5
168,conv2d_2,"(1, 0, 8, 10)",21
169,conv2d_2,"(1, 2, 1, 5)",5
170,conv2d_2,"(1, 0, 2, 9)",21
171,conv2d_2,"(0, 2, 12, 9)",13
172,conv2d_2,"(1, 1, 7, 1)",24
173,conv2d_2,"(0, 0, 7, 3)",20
174,conv2d_2,"(1, 2, 10, 14)",6
175,conv2d_2,"(0, 1, 15, 5)",10
176,conv2d_2,"(2, 0, 8, 2)",17
177,conv2d_2,"(1, 0, 2, 11)",2
178,conv2d_2,"(1, 2, 9, 9)",4
179,conv2d_2,"(2, 0, 8, 13)",8
180,conv2d_2,"(2, 2, 11, 13)",8
181,conv2d_2,"(1, 0, 12, 5)",25
182,conv2d_2,"(2, 0, 8, 6)",27
183,conv2d_2,"(2, 1, 8, 5)",19
184,conv2d_2,"(0, 2, 14, 13)",25
185,conv2d_2,"(0, 2, 4, 7)",20
186,conv2d_2,"(2, 0, 12, 9)",10
187,conv2d_2,"(2, 2, 13, 5)",29
188,conv2d_2,"(2, 0, 8, 9)",17
189,conv2d_3,"(1, 0, 14, 9)",27
190,conv2d_3,"(0, 1, 0, 14)",22
191,conv2d_3,"(0, 2, 1, 1)",9
192,conv2d_3,"(1, 1, 7, 9)",18
193,conv2d_3,"(2, 2, 14, 2)",31
194,conv2d_3,"(2, 2, 12, 2)",0
195,conv2d_3,"(1, 1, 15, 2)",28
196,conv2d_3,"(1, 2, 11, 8)",28
197,conv2d_3,"(0, 0, 8, 5)",26
198,conv2d_3,"(1, 0, 13, 12)",18
199,conv2d_3,"(0, 1, 14, 12)",28
200,conv2d_3,"(1, 2, 14, 0)",16
201,conv2d_3,"(2, 2, 9, 8)",25
202,conv2d_3,"(1, 1, 7, 4)",16
203,conv2d_3,"(0, 2, 5, 11)",21
204,conv2d_3,"(2, 1, 5, 0)",10
205,conv2d_3,"(0, 2, 14, 8)",28
206,conv2d_3,"(0, 2, 10, 4)",3
207,conv2d_3,"(0, 1, 5, 11)",9
208,conv2d_3,"(2, 1, 2, 4)",21
209,conv2d_3,"(2, 1, 6, 7)",26
210,conv2d_3,"(1, 0, 15, 8)",0
211,conv2d_3,"(1, 1, 2, 5)",7
212,conv2d_3,"(0, 2, 5, 1)",11
213,conv2d_3,"(1, 2, 14, 5)",17
214,conv2d_3,"(1, 0, 14, 8)",2
215,conv2d_3,"(2, 2, 14, 15)",7
216,conv2d_3,"(0, 0, 8, 1)",1
217,conv2d_3,"(2, 2, 6, 3)",24
218,conv2d_3,"(2, 0, 1, 9)",13
219,conv2d_3,"(0, 2, 10, 14)",10
220,conv2d_3,"(0, 2, 4, 9)",29
221,conv2d_3,"(2, 0, 5, 0)",19
222,conv2d_3,"(0, 1, 5, 8)",30
223,conv2d_3,"(1, 2, 11, 13)",27
224,conv2d_3,"(1, 2, 6, 2)",1
225,conv2d_3,"(2, 1, 0, 11)",25
226,conv2d_3,"(0, 2, 13, 1)",8
227,conv2d_3,"(2, 1, 7, 13)",15
228,conv2d_3,"(1, 2, 15, 11)",28
229,conv2d_3,"(1, 1, 15, 11)",23
230,conv2d_3,"(2, 2, 0, 9)",18
231,conv2d_3,"(2, 1, 15, 2)",24
232,conv2d_3,"(2, 1, 5, 8)",0
233,conv2d_3,"(2, 2, 5, 4)",1
234,conv2d_3,"(2, 1, 3, 4)",2
235,conv2d_3,"(2, 1, 8, 4)",23
236,conv2d_3,"(0, 2, 14, 9)",3
237,conv2d_3,"(0, 1, 6, 8)",6
238,conv2d_3,"(2, 0, 11, 1)",28
239,conv2d_3,"(0, 2, 7, 6)",9
240,conv2d_3,"(2, 0, 8, 13)",0
241,conv2d_3,"(2, 1, 4, 6)",6
242,conv2d_3,"(1, 1, 4, 9)",4
243,conv2d_3,"(2, 0, 6, 10)",27
244,conv2d_3,"(0, 0, 8, 3)",2
245,conv2d_3,"(1, 1, 5, 12)",31
246,conv2d_3,"(1, 0, 12, 0)",28
247,conv2d_3,"(0, 1, 6, 2)",11
248,conv2d_3,"(0, 0, 12, 10)",11
249,conv2d_3,"(1, 2, 1, 6)",14
250,conv2d_3,"(0, 0, 14, 7)",6
251,conv2d_3,"(0, 0, 13, 0)",13
252,conv2d_3,"(2, 1, 7, 15)",28
253,conv2d_3,"(1, 2, 1, 13)",3
254,conv2d_3,"(2, 2, 13, 5)",19
255,conv2d_3,"(2, 2, 5, 15)",17
256,conv2d_3,"(0, 0, 14, 5)",20
257,conv2d_3,"(0, 1, 6, 12)",28
258,conv2d_3,"(1, 1, 7, 2)",0
259,conv2d_3,"(2, 1, 3, 3)",17
260,conv2d_3,"(0, 2, 14, 7)",24
261,conv2d_3,"(1, 0, 8, 0)",19
262,conv2d_3,"(1, 1, 0, 14)",18
263,conv2d_3,"(0, 2, 13, 15)",12
264,conv2d_3,"(0, 1, 5, 14)",18
265,conv2d_3,"(0, 1, 14, 15)",4
266,conv2d_3,"(1, 0, 5, 10)",7
267,conv2d_3,"(0, 2, 8, 6)",22
268,conv2d_3,"(1, 0, 12, 15)",31
269,conv2d_3,"(1, 1, 13, 3)",28
270,conv2d_3,"(0, 2, 15, 13)",18
271,conv2d_3,"(0, 0, 10, 8)",24
272,conv2d_3,"(2, 2, 4, 11)",14
273,conv2d_3,"(2, 2, 6, 5)",9
274,conv2d_3,"(1, 1, 4, 12)",16
275,conv2d_4,"(2, 0, 11, 0)",18
276,conv2d_4,"(2, 0, 8, 1)",24
277,conv2d_4,"(0, 1, 10, 11)",30
278,conv2d_4,"(1, 2, 3, 12)",11
279,conv2d_4,"(2, 1, 2, 6)",0
280,conv2d_4,"(1, 0, 7, 4)",22
281,conv2d_4,"(1, 0, 10, 6)",30
282,conv2d_4,"(1, 2, 13, 0)",13
283,conv2d_4,"(1, 2, 0, 11)",27
284,conv2d_4,"(0, 1, 12, 8)",31
285,conv2d_4,"(0, 2, 3, 15)",24
286,conv2d_4,"(1, 2, 5, 9)",29
287,conv2d_4,"(0, 2, 7, 4)",30
288,conv2d_4,"(2, 0, 14, 6)",8
289,conv2d_4,"(0, 2, 15, 9)",10
290,conv2d_4,"(1, 2, 3, 5)",8
291,conv2d_4,"(2, 0, 13, 6)",17
292,conv2d_4,"(2, 1, 13, 6)",28
293,conv2d_4,"(0, 1, 13, 2)",19
294,conv2d_4,"(0, 0, 14, 7)",23
295,conv2d_4,"(1, 1, 12, 4)",16
296,conv2d_4,"(1, 2, 4, 6)",23
297,conv2d_4,"(1, 0, 12, 5)",3
298,conv2d_4,"(0, 1, 14, 6)",15
299,conv2d_4,"(2, 1, 9, 9)",8
300,conv2d_4,"(0, 2, 3, 4)",2
301,conv2d_4,"(1, 0, 8, 2)",5
302,conv2d_4,"(0, 0, 10, 4)",6
303,conv2d_4,"(0, 2, 6, 14)",6
304,conv2d_4,"(2, 1, 4, 6)",22
305,conv2d_4,"(1, 0, 1, 2)",10
306,conv2d_4,"(1, 1, 13, 15)",25
307,conv2d_4,"(0, 0, 11, 12)",26
308,conv2d_4,"(1, 2, 9, 0)",27
309,conv2d_4,"(0, 1, 13, 1)",21
310,conv2d_4,"(0, 1, 14, 14)",25
311,conv2d_4,"(1, 2, 5, 5)",5
312,conv2d_4,"(2, 1, 15, 3)",9
313,conv2d_4,"(0, 2, 6, 5)",23
314,conv2d_4,"(0, 1, 3, 12)",12
315,conv2d_4,"(0, 1, 0, 8)",27
316,conv2d_4,"(2, 0, 15, 10)",20
317,conv2d_4,"(1, 1, 9, 14)",1
318,conv2d_4,"(2, 0, 8, 15)",6
319,conv2d_4,"(2, 2, 12, 5)",2
320,conv2d_4,"(2, 1, 7, 14)",16
321,conv2d_4,"(1, 1, 0, 14)",3
322,conv2d_4,"(1, 2, 3, 2)",16
323,conv2d_4,"(2, 2, 8, 1)",3
324,conv2d_4,"(1, 0, 0, 1)",26
325,conv2d_4,"(0, 2, 2, 5)",0
326,conv2d_4,"(0, 2, 3, 6)",15
327,conv2d_4,"(0, 1, 0, 10)",4
328,conv2d_4,"(1, 2, 12, 5)",6
329,conv2d_4,"(1, 0, 1, 4)",10
330,conv2d_4,"(2, 1, 7, 4)",16
331,conv2d_4,"(1, 1, 4, 8)",25
332,conv2d_4,"(1, 1, 2, 3)",27
333,conv2d_4,"(0, 1, 8, 2)",25
334,conv2d_4,"(1, 0, 6, 11)",9
335,conv2d_4,"(2, 0, 3, 14)",17
336,conv2d_4,"(0, 0, 7, 0)",27
337,conv2d_4,"(1, 2, 8, 4)",8
338,conv2d_4,"(1, 1, 5, 11)",24
339,conv2d_4,"(0, 0, 3, 7)",29
340,conv2d_4,"(2, 0, 5, 1)",25
341,conv2d_4,"(2, 1, 11, 11)",29
342,conv2d_4,"(2, 0, 14, 5)",30
343,conv2d_4,"(0, 2, 2, 0)",10
344,conv2d_4,"(1, 1, 15, 5)",27
345,conv2d_4,"(1, 0, 0, 15)",6
346,conv2d_4,"(2, 2, 15, 10)",10
347,conv2d_4,"(2, 0, 1, 8)",31
348,conv2d_4,"(1, 0, 13, 1)",23
349,conv2d_4,"(1, 0, 0, 14)",9
350,conv2d_4,"(0, 1, 10, 0)",27
351,conv2d_4,"(0, 0, 7, 14)",21
352,conv2d_4,"(0, 0, 1, 9)",12
353,conv2d_4,"(1, 1, 6, 8)",27
354,conv2d_4,"(2, 2, 5, 3)",10
355,conv2d_4,"(0, 1, 6, 4)",10
356,conv2d_4,"(2, 2, 10, 10)",0
357,conv2d_4,"(2, 0, 6, 1)",4
358,conv2d_4,"(1, 0, 0, 8)",23
359,conv2d_4,"(1, 0, 6, 7)",31
360,conv2d_4,"(0, 2, 3, 9)",29
361,conv2d_5,"(2, 2, 14, 11)",10
362,conv2d_5,"(1, 2, 14, 11)",4
363,conv2d_5,"(1, 0, 10, 12)",11
364,conv2d_5,"(1, 2, 4, 3)",1
365,conv2d_5,"(1, 0, 5, 7)",13
366,conv2d_5,"(1, 0, 4, 8)",15
367,conv2d_5,"(2, 1, 6, 4)",12
368,conv2d_5,"(1, 1, 14, 8)",30
369,conv2d_5,"(2, 1, 12, 13)",30
370,conv2d_5,"(2, 1, 14, 2)",25
371,conv2d_5,"(1, 0, 3, 1)",10
372,conv2d_5,"(2, 1, 8, 15)",11
373,conv2d_5,"(2, 2, 8, 11)",12
374,conv2d_5,"(2, 1, 14, 8)",18
375,conv2d_5,"(2, 1, 14, 9)",19
376,conv2d_5,"(2, 0, 12, 2)",23
377,conv2d_5,"(2, 2, 2, 3)",23
378,conv2d_5,"(1, 2, 11, 9)",11
379,conv2d_5,"(2, 2, 11, 9)",7
380,conv2d_5,"(2, 0, 10, 2)",20
381,conv2d_5,"(1, 1, 6, 6)",30
382,conv2d_5,"(1, 0, 0, 1)",18
383,conv2d_5,"(0, 1, 11, 8)",10
384,conv2d_5,"(2, 0, 0, 11)",26
385,conv2d_5,"(1, 2, 4, 1)",22
386,conv2d_5,"(0, 0, 6, 8)",16
387,conv2d_5,"(1, 1, 4, 0)",3
388,conv2d_5,"(2, 2, 7, 8)",25
389,conv2d_5,"(1, 2, 0, 5)",1
390,conv2d_5,"(0, 2, 5, 12)",26
391,conv2d_5,"(0, 2, 7, 4)",27
392,conv2d_5,"(1, 0, 6, 6)",12
393,conv2d_5,"(1, 2, 7, 6)",20
394,conv2d_5,"(1, 1, 14, 12)",3
395,conv2d_5,"(1, 0, 5, 1)",31
396,conv2d_5,"(1, 2, 9, 4)",24
397,conv2d_5,"(2, 0, 0, 13)",6
398,conv2d_5,"(0, 2, 8, 1)",31
399,conv2d_5,"(0, 1, 2, 7)",29
400,conv2d_5,"(2, 2, 12, 10)",17
401,conv2d_5,"(1, 2, 8, 12)",1
402,conv2d_5,"(0, 0, 7, 10)",25
403,conv2d_5,"(1, 2, 12, 13)",8
404,conv2d_5,"(0, 0, 4, 9)",9
405,conv2d_5,"(2, 2, 10, 5)",11
406,conv2d_5,"(0, 1, 3, 10)",20
407,conv2d_5,"(0, 1, 12, 13)",14
408,conv2d_5,"(0, 1, 2, 1)",29
409,conv2d_5,"(1, 0, 15, 6)",25
410,conv2d_5,"(2, 1, 2, 5)",20
411,conv2d_5,"(1, 1, 8, 5)",23
412,conv2d_5,"(2, 1, 1, 11)",18
413,conv2d_5,"(0, 2, 13, 10)",25
414,conv2d_5,"(0, 2, 10, 15)",6
415,conv2d_5,"(1, 1, 14, 9)",2
416,conv2d_5,"(1, 2, 7, 11)",12
417,conv2d_5,"(1, 0, 12, 7)",1
418,conv2d_5,"(0, 1, 0, 5)",28
419,conv2d_5,"(1, 2, 2, 6)",23
420,conv2d_5,"(1, 2, 12, 1)",10
421,conv2d_5,"(1, 1, 2, 11)",7
422,conv2d_5,"(2, 0, 5, 9)",6
423,conv2d_5,"(2, 2, 9, 8)",17
424,conv2d_5,"(2, 1, 12, 10)",4
425,conv2d_5,"(2, 0, 12, 11)",14
426,conv2d_5,"(1, 1, 4, 4)",2
427,conv2d_5,"(0, 2, 9, 5)",16
428,conv2d_5,"(1, 2, 1, 11)",15
429,conv2d_5,"(0, 1, 4, 15)",20
430,conv2d_5,"(1, 0, 4, 12)",14
431,conv2d_5,"(0, 2, 2, 15)",4
432,conv2d_5,"(2, 2, 8, 14)",10
433,conv2d_5,"(0, 0, 2, 1)",14
434,conv2d_5,"(1, 2, 0, 14)",3
435,conv2d_5,"(0, 1, 6, 12)",16
436,conv2d_5,"(0, 0, 4, 2)",5
437,conv2d_5,"(1, 1, 13, 9)",14
438,conv2d_5,"(2, 0, 4, 4)",15
439,conv2d_5,"(0, 0, 14, 8)",31
440,conv2d_5,"(1, 0, 2, 14)",23
441,conv2d_5,"(2, 2, 3, 4)",29
442,conv2d_5,"(0, 0, 11, 8)",5
443,conv2d_5,"(0, 2, 13, 5)",9
444,conv2d_5,"(0, 1, 3, 14)",1
445,conv2d_5,"(1, 0, 10, 2)",4
446,conv2d_5,"(1, 1, 5, 0)",15
447,conv2d_6,"(2, 2, 2, 1)",23
448,conv2d_6,"(0, 1, 4, 15)",24
449,conv2d_6,"(0, 1, 7, 3)",30
450,conv2d_6,"(2, 0, 8, 8)",3
451,conv2d_6,"(1, 1, 15, 13)",22
452,conv2d_6,"(2, 2, 11, 8)",26
453,conv2d_6,"(1, 2, 5, 6)",7
454,conv2d_6,"(0, 2, 8, 12)",10
455,conv2d_6,"(2, 2, 5, 7)",10
456,conv2d_6,"(2, 2, 8, 11)",26
457,conv2d_6,"(1, 2, 5, 15)",12
458,conv2d_6,"(1, 1, 15, 12)",21
459,conv2d_6,"(0, 2, 5, 6)",21
460,conv2d_6,"(0, 2, 14, 3)",19
461,conv2d_6,"(1, 2, 11, 13)",16
462,conv2d_6,"(2, 0, 13, 14)",10
463,conv2d_6,"(0, 2, 10, 3)",3
464,conv2d_6,"(2, 1, 0, 9)",15
465,conv2d_6,"(0, 1, 8, 9)",3
466,conv2d_6,"(1, 1, 14, 1)",1
467,conv2d_6,"(2, 0, 13, 0)",30
468,conv2d_6,"(2, 0, 10, 2)",1
469,conv2d_6,"(2, 0, 11, 15)",9
470,conv2d_6,"(0, 1, 12, 9)",18
471,conv2d_6,"(0, 1, 5, 4)",18
472,conv2d_6,"(0, 1, 3, 15)",7
473,conv2d_6,"(0, 2, 14, 12)",12
474,conv2d_6,"(2, 1, 1, 0)",11
475,conv2d_6,"(0, 1, 13, 12)",25
476,conv2d_6,"(1, 0, 5, 9)",1
477,conv2d_6,"(0, 0, 5, 6)",9
478,conv2d_6,"(0, 1, 2, 4)",23
479,conv2d_6,"(2, 1, 5, 11)",25
480,conv2d_6,"(1, 0, 6, 7)",26
481,conv2d_6,"(1, 0, 8, 3)",3
482,conv2d_6,"(2, 1, 5, 1)",7
483,conv2d_6,"(0, 0, 8, 11)",10
484,conv2d_6,"(0, 1, 2, 15)",14
485,conv2d_6,"(1, 1, 5, 1)",1
486,conv2d_6,"(1, 0, 11, 15)",28
487,conv2d_6,"(2, 2, 13, 2)",14
488,conv2d_6,"(2, 1, 2, 5)",5
489,conv2d_6,"(2, 0, 10, 8)",15
490,conv2d_6,"(1, 2, 14, 12)",2
491,conv2d_6,"(0, 1, 3, 11)",29
492,conv2d_6,"(1, 2, 15, 7)",16
493,conv2d_6,"(0, 1, 5, 10)",11
494,conv2d_6,"(2, 2, 0, 5)",1
495,conv2d_6,"(0, 1, 13, 1)",30
496,conv2d_6,"(0, 1, 5, 15)",18
497,conv2d_6,"(2, 0, 2, 14)",17
498,conv2d_6,"(0, 1, 15, 3)",7
499,conv2d_6,"(0, 1, 1, 13)",10
500,conv2d_6,"(1, 0, 0, 6)",24
501,conv2d_6,"(2, 0, 5, 5)",28
502,conv2d_6,"(2, 2, 15, 11)",9
503,conv2d_6,"(0, 0, 14, 12)",25
504,conv2d_6,"(0, 0, 1, 4)",24
505,conv2d_6,"(1, 0, 2, 2)",12
506,conv2d_6,"(0, 1, 7, 1)",19
507,conv2d_6,"(1, 0, 3, 1)",15
508,conv2d_6,"(1, 1, 4, 4)",14
509,conv2d_6,"(0, 2, 1, 3)",18
510,conv2d_6,"(0, 0, 6, 5)",25
511,conv2d_6,"(1, 1, 9, 13)",6
512,conv2d_6,"(1, 0, 4, 14)",25
513,conv2d_6,"(2, 1, 0, 0)",11
514,conv2d_6,"(1, 1, 11, 0)",5
515,conv2d_6,"(1, 1, 9, 0)",23
516,conv2d_6,"(2, 2, 15, 3)",4
517,conv2d_6,"(1, 2, 2, 14)",30
518,conv2d_6,"(0, 2, 11, 7)",4
519,conv2d_6,"(1, 2, 1, 1)",13
520,conv2d_6,"(0, 0, 2, 15)",8
521,conv2d_6,"(0, 0, 7, 15)",1
522,conv2d_6,"(2, 1, 10, 14)",26
523,conv2d_6,"(0, 1, 5, 13)",11
524,conv2d_6,"(2, 2, 12, 13)",29
525,conv2d_6,"(2, 1, 11, 6)",9
526,conv2d_6,"(1, 1, 5, 3)",11
527,conv2d_6,"(1, 1, 13, 7)",25
528,conv2d_6,"(0, 1, 12, 3)",24
529,conv2d_6,"(1, 1, 12, 10)",14
530,conv2d_6,"(0, 0, 2, 8)",28
531,conv2d_6,"(2, 2, 14, 10)",26
532,conv2d_6,"(0, 1, 15, 0)",17
533,conv2d_7,"(1, 0, 2, 7)",12
534,conv2d_7,"(2, 2, 15, 30)",4
535,conv2d_7,"(0, 0, 12, 26)",19
536,conv2d_7,"(1, 0, 1, 15)",11
537,conv2d_7,"(2, 2, 10, 30)",14
538,conv2d_7,"(2, 1, 12, 21)",28
539,conv2d_7,"(0, 2, 8, 25)",2
540,conv2d_7,"(0, 0, 8, 17)",24
541,conv2d_7,"(0, 1, 3, 28)",25
542,conv2d_7,"(0, 2, 2, 8)",17
543,conv2d_7,"(1, 1, 10, 14)",8
544,conv2d_7,"(1, 2, 12, 20)",7
545,conv2d_7,"(0, 1, 10, 6)",25
546,conv2d_7,"(0, 1, 5, 12)",17
547,conv2d_7,"(2, 2, 4, 20)",29
548,conv2d_7,"(2, 1, 8, 30)",24
549,conv2d_7,"(1, 1, 10, 18)",30
550,conv2d_7,"(2, 2, 8, 18)",19
551,conv2d_7,"(1, 0, 12, 21)",27
552,conv2d_7,"(1, 0, 5, 26)",2
553,conv2d_7,"(2, 2, 11, 27)",20
554,conv2d_7,"(0, 1, 13, 12)",10
555,conv2d_7,"(1, 1, 12, 9)",30
556,conv2d_7,"(0, 0, 5, 21)",5
557,conv2d_7,"(0, 2, 7, 17)",26
558,conv2d_7,"(0, 0, 5, 14)",6
